asset_a,asset_b,start_date,end_date,observations,correlation,coint_stat,coint_pvalue,adf_stat,adf_pvalue,hedge_ratio,half_life,spread_mean,spread_std,selected
AVAX/USDT:USDT,LTC/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8567702735973877,-2.1640047995778886,0.4429955924710989,-2.16496741329184,0.21920498355482276,1.6063617142208086,308.4198037499109,-4.366518007497409,0.14378036909453476,False
AVAX/USDT:USDT,BCH/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.20366794080180037,-0.06239378121524396,0.9843409736425685,-0.06135556609949245,0.9531542075451346,0.6062138834090505,153495.83980812115,-0.8150075728416226,0.27296337073793303,False
AVAX/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8613445504477286,-1.5245144501411036,0.7516722721436767,-1.5252712903629349,0.5209750218888615,0.8301556458507288,775.545295418779,1.9441801351480332,0.14163995606613544,False
AVAX/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9086612928376374,-2.651709599419211,0.2174252630013171,-2.651328274930096,0.08284585418395063,1.2839768510827545,274.02112878321896,1.9238892626876645,0.1164114741572568,False
AVAX/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8350056836736253,-1.646161790022055,0.701018275685212,-1.646028586301273,0.45911244882812,0.6208741005702542,755.0133891957603,2.2056991910240433,0.15341122032438495,False
AVAX/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9319476430843094,-1.9623533660249786,0.5480831213669752,-1.96215674591625,0.30340845778716863,0.7813126534640406,449.8408471109611,3.840939701806241,0.10109348948949151,False
AVAX/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9182063960821223,-1.7912194883698198,0.6339772487745733,-1.7915675463066614,0.38465613635551277,0.7196567481188197,489.8664687704055,3.4595705883857364,0.11043615182597509,False
LINK/USDT:USDT,DOT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.6998088226082936,-1.9240316382101548,0.5677704471356221,-1.9275373501278505,0.3192195991760746,0.6223175248993398,775.2596156524897,2.094540561773163,0.17118423141052355,False
LINK/USDT:USDT,LTC/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9019107612789291,-2.5534270668365022,0.25602773996694494,-2.5533005086897003,0.10303823537653511,1.4534609013536641,209.8846338384814,-3.833500221736355,0.1035071868804264,False
LINK/USDT:USDT,BCH/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.4756440290621273,-0.46510182689018403,0.9667252888139207,-0.4629447213500055,0.8990470078417683,1.216875325507027,1842.9221993777244,-4.8215856539429165,0.21079905855732164,False
LINK/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.6577941313499063,-1.861522426007452,0.5993866392445574,-1.8614346175221643,0.3504151734555563,0.5449208682831579,768.9155037968861,2.137758588235401,0.18049857649236045,False
LINK/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.7523104132216513,-1.7056849380438412,0.6743027453320404,-1.7067453294551684,0.4276404742001645,0.9137198686788874,720.7535885004173,2.065241110763972,0.15787892144724341,False
LINK/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.5855803666493028,-1.7775253315767898,0.6405732222225455,-1.7774306164232354,0.39172292531326053,0.374249690142132,785.284756123709,2.351796889028584,0.19425805966367315,False
LINK/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8638843831430315,-2.015282007733598,0.5206255947595458,-2.0151311666977154,0.2799782713960279,0.6225149655941394,573.8741052751022,3.501413373786217,0.12070582209150446,False
LINK/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.7542387358548048,-1.9080790292849696,0.5759036754273011,-1.9079844540147395,0.32831434472320253,0.5081065006904701,726.1283661220698,3.1554886827541893,0.157349664068866,False
DOT/USDT:USDT,LTC/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.7884740978357111,-1.6635165620321648,0.6933522212989691,-1.672528232205384,0.44531942660827795,1.4288761848201748,565.134063986954,-5.370179663558126,0.1657506511540464,False
DOT/USDT:USDT,BCH/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,-0.07548583731602808,-0.38111936121789053,0.9717959948827458,-0.3769743855683759,0.9138728283167721,-0.2171685315532929,2393.534530807167,2.543913886892827,0.26871460400914104,False
DOT/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9775006000736701,-2.373184284915553,0.33765841041088035,-2.3728971102782244,0.14953255165851803,0.9106004494541851,255.12879690770245,0.025147273735284248,0.056842859547464465,False
DOT/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9286413885224446,-2.451708750197149,0.3007717501694547,-2.4526185144484693,0.1274323333621049,1.2683275130971718,237.2399954648062,0.11983149389278672,0.09997262013447418,False
DOT/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9713644881172994,-2.5604925069655082,0.2530608764096981,-2.5599857371203076,0.10155258210957396,0.698111105125639,191.00094673808408,0.2902815915866415,0.06402772600319041,False
DOT/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9359274246018526,-1.9956766931055032,0.5308246683040837,-1.9954842107024955,0.2885566189067138,0.7584094378468181,524.0205469118598,1.9990438592338917,0.0949101728495372,False
DOT/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9736668439739689,-1.859609363307555,0.6003426398948479,-1.8587144483465372,0.35172526121285597,0.737604711085702,284.1776968887343,1.65401272561871,0.06143565837179586,False
LTC/USDT:USDT,BCH/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.40063075766559975,-0.8909379522987416,0.9216578569011397,-0.8850539139972639,0.7928545238782971,0.636016729632871,829.4258676288814,0.5850503097630116,0.13624922064319026,False
LTC/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.7470922292598807,-2.4368681139039015,0.30759807214592294,-2.4387795682725115,0.1310888890062455,0.38404125467063993,294.4329539424154,4.096739308732744,0.09884710938795511,False
LTC/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8717736113840989,-2.445258629876818,0.3037298977931323,-2.4478805590292922,0.1286757894140737,0.6570220265554982,199.91766804491976,4.03472467670314,0.07285180835041148,False
LTC/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.6971791860079911,-2.324844484901656,0.3612233246013803,-2.3265145065413186,0.16355904119420844,0.2764900903126148,299.9970612360536,4.231382920117332,0.10660600792302109,False
LTC/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8718781697467498,-2.647006313364382,0.2192142872514986,-2.6484495754032515,0.08339134330289305,0.3898613591567691,196.57065507915118,5.004941173091573,0.07282413379595841,False
LTC/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8249498545742255,-2.57187017217441,0.248323782146876,-2.5740163761248933,0.09848734434180484,0.3448527422992318,240.2102667448476,4.805466649233588,0.0840488308432108,False
BCH/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,-0.07183101664538283,-3.500131799727467,0.032383706397707004,-3.502836136773974,0.007914554110994017,-0.02325902057348322,172.9742256326392,6.31578411687038,0.0934280761102629,False
BCH/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.04941913803223604,-3.4974053945942223,0.03262608849841786,-3.4970774909178637,0.008062468273482155,0.023461032755122978,183.39972006134403,6.266731920895862,0.09355559024593696,False
BCH/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,-0.1744476976156896,-3.5620282266000847,0.027278770696122872,-3.564516367493813,0.006476778220978678,-0.04357888841786184,164.77845978663396,6.341778974492045,0.09223374796163354,False
BCH/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.17173524520432717,-3.4481669313098773,0.03727528804800006,-3.4478179935137936,0.009432840011271813,0.04837150190561052,187.14297904942916,6.338639100615088,0.09227840030618635,False
BCH/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.07193626441728672,-3.5131663404693034,0.03124593424913371,-3.5128349052074697,0.0076635203980735195,0.01894217149075458,181.85071963594848,6.29852463655098,0.09342736560277444,False
ATOM/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8603897464496508,-1.9585363329442107,0.5500525156412226,-1.9587240453691497,0.3049590899969243,1.2614434211921024,445.97536686255,0.21368559204518264,0.14742866629164575,False
ATOM/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9713827364146828,-2.3259232396485485,0.36069114805601943,-2.325667699923747,0.16382319782085858,0.7494141304245308,256.35551506630486,0.3130982497488808,0.06871014049684734,False
ATOM/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9379690176243655,-1.9775308250956463,0.540236277816024,-1.9778797395190622,0.29635548074175216,0.8159042987176897,536.5834847343892,2.1493389526867586,0.1002995661762349,False
ATOM/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9792200006298882,-2.2583336627060087,0.39451758132521697,-2.258118889391173,0.1858312845487735,0.7963110610636809,248.9174499702018,1.7799480265947139,0.05866662582003442,False
NEAR/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8660416194988746,-2.6551868163953873,0.21610837661601995,-2.6550212227672096,0.08215014930004266,0.45571960282379614,230.81101997438472,0.2549071043226433,0.0986493816450728,False
NEAR/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8729504998462327,-2.4486870595173698,0.3021558674078444,-2.4477655827825093,0.12870607319184646,0.5179260986578819,316.25898593350695,1.3950784096304378,0.09624947966620201,False
NEAR/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8867590816019418,-2.4547258446618616,0.2993927243855712,-2.454134865312023,0.12703622018918337,0.4918532753772265,276.97356804309334,1.1518074084547225,0.09120290593342657,False
APT/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8809823083762512,-1.571713755854892,0.732679889575854,-1.57180700629407,0.4977384528927104,0.9933136839631587,804.9933277252464,2.3470372509305553,0.17741401739293286,False
APT/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9373807532286471,-1.6892537737687332,0.6817950655345599,-1.689112033518881,0.4367308354149315,0.9880683958989591,508.93839850498557,1.909316942028744,0.13060241979199227,False
ARB/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9699542335431864,-2.251681999069122,0.39789424656663797,-2.25148339494829,0.188093008838212,0.9067822030044378,390.9808001075253,-0.49733073708215125,0.08090778171976333,False
