trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
141,2024-10-08 00:00:00+00:00,2024-10-09 02:00:00+00:00,LONG_SPREAD,0.10923,26.906,0.10843,26.271,22887.485123134673,-63.116317740071814,21.768873666437848,3.3352105761461175,1.6676052880730587,16.766057802218672,0.003993622807516447,26,mean_reversion_exit
142,2024-10-12 02:00:00+00:00,2024-10-14 09:00:00+00:00,LONG_SPREAD,0.1099,28.37,0.11298,29.236,22747.952684258416,-59.8592754710741,18.225561709565746,3.407326846821685,1.7036634234108423,13.114571439333218,0.0031238501160358724,55,mean_reversion_exit
143,2024-10-15 01:00:00+00:00,2024-10-15 11:00:00+00:00,SHORT_SPREAD,0.1179,28.788,0.11289,28.471,-21204.410517387616,58.99012245082576,87.5342278752002,3.3085925298878887,1.654296264943944,82.57133908036838,0.019668236080809403,10,mean_reversion_exit
144,2024-10-15 23:00:00+00:00,2024-10-16 08:00:00+00:00,SHORT_SPREAD,0.11747,28.195,0.12393,27.377,-21282.029454328764,60.23080848073673,-186.75071161220637,3.393851359666587,1.6969256798332932,-191.84148865170624,-0.045696045757755724,9,stop_z_exit
145,2024-10-18 01:00:00+00:00,2024-10-20 12:00:00+00:00,SHORT_SPREAD,0.13516,27.659,0.1376,27.856,-18496.596626220777,61.398013128253815,-33.03628718171247,3.3814569578331968,1.6907284789165982,-38.10847261846226,-0.009077319618244864,59,mean_reversion_exit
146,2024-10-27 02:00:00+00:00,2024-10-27 16:00:00+00:00,SHORT_SPREAD,0.13816,25.333,0.14364,25.823,-18094.962362478287,67.03539435180879,-66.3130505139943,3.4113692108830054,1.7056846054415025,-71.43010433031881,-0.017014428624902576,14,stop_z_exit
147,2024-10-28 17:00:00+00:00,2024-10-28 19:00:00+00:00,SHORT_SPREAD,0.15038,25.508,0.15851,25.854,-16624.551137119295,66.57549181097586,-112.1224805781822,3.4218432044560494,1.7109216022280247,-117.25524538486629,-0.027929834657254522,2,stop_z_exit
148,2024-11-03 03:00:00+00:00,2024-11-04 17:00:00+00:00,LONG_SPREAD,0.15015,23.569,0.15714,22.962,16650.01665001665,-72.05259642387765,160.11954241291002,3.3876251922332274,1.6938125961166135,155.0381046245602,0.03692959418169429,38,no_flip_exit
149,2024-11-04 20:00:00+00:00,2024-11-05 00:00:00+00:00,SHORT_SPREAD,0.15679,22.87,0.16455,22.799,-15944.894444798774,74.2548161396752,-129.00447283755534,3.405950231669787,1.7029751158348934,-134.11339818506002,-0.03194539420677139,4,stop_z_exit
150,2024-11-06 01:00:00+00:00,2024-11-06 03:00:00+00:00,SHORT_SPREAD,0.18061,24.677,0.21143,26.216,-13841.979956813024,68.81742696090984,-320.69980217613727,3.571574053036225,1.7857870265181124,-326.0571632556916,-0.07766580188932241,2,stop_z_exit
